datetime,count
2011-01-29 09:00:00,42.25
2011-01-29 10:00:00,66.89
2011-01-29 11:00:00,70.32
2011-01-29 12:00:00,73.82
2011-01-29 13:00:00,81.08
2011-01-29 14:00:00,78.43
2011-01-29 15:00:00,76.48
2011-01-29 16:00:00,83.58
2011-01-29 17:00:00,82.18
2011-01-29 18:00:00,75.74
2011-01-29 19:00:00,61.52
2011-01-29 20:00:00,57.2
2011-01-29 21:00:00,42.3
2011-01-29 22:00:00,29.78
2011-01-29 23:00:00,21.26
2011-01-30 00:00:00,29.29
2011-01-30 01:00:00,25.69
2011-01-30 02:00:00,18.45
2011-01-30 03:00:00,14.02
2011-01-30 04:00:00,4.17
2011-01-30 05:00:00,2.87
2011-01-30 07:00:00,25.28
2011-01-30 08:00:00,32.13
2011-01-30 09:00:00,37.59
2011-01-30 10:00:00,65.94
2011-01-30 11:00:00,70.5
2011-01-30 12:00:00,105.67
2011-01-30 13:00:00,91.33
2011-01-30 14:00:00,91.94
2011-01-30 15:00:00,103.8
2011-01-30 16:00:00,105.05
2011-01-30 17:00:00,83.23
2011-01-30 18:00:00,74.05
2011-01-30 19:00:00,60.71
2011-01-30 20:00:00,52.86
2011-01-30 21:00:00,37.03
2011-01-30 22:00:00,28.87
2011-01-30 23:00:00,20.8
2011-01-31 00:00:00,11.89
2011-01-31 01:00:00,5.97
2011-01-31 02:00:00,3.54
2011-01-31 03:00:00,2.54
2011-01-31 04:00:00,2.46
2011-01-31 05:00:00,5.61
2011-01-31 06:00:00,30.04
2011-01-31 07:00:00,85.11
2011-01-31 08:00:00,148.56
2011-01-31 09:00:00,93.48
2011-01-31 10:00:00,41.27
2011-01-31 11:00:00,41.04
2011-01-31 12:00:00,50.72
2011-01-31 13:00:00,49.56
2011-01-31 14:00:00,47.47
2011-01-31 15:00:00,44.53
2011-01-31 16:00:00,63.62
2011-01-31 17:00:00,134.61
2011-01-31 18:00:00,133.16
2011-01-31 19:00:00,117.24
2011-01-31 20:00:00,64.7
2011-01-31 21:00:00,48.31
2011-01-31 22:00:00,33.67
2011-01-31 23:00:00,23.32
2011-02-20 00:00:00,34.49
2011-02-20 01:00:00,26.8
2011-02-20 02:00:00,20.7
2011-02-20 03:00:00,11.55
2011-02-20 04:00:00,2.81
2011-02-20 06:00:00,4.86
2011-02-20 07:00:00,15.27
2011-02-20 08:00:00,29.79
2011-02-20 09:00:00,41.55
2011-02-20 10:00:00,91.07
2011-02-20 11:00:00,114.37
2011-02-20 12:00:00,122.08
2011-02-20 13:00:00,146.0
2011-02-20 14:00:00,146.23
2011-02-20 15:00:00,152.92
2011-02-20 16:00:00,149.37
2011-02-20 17:00:00,117.44
2011-02-20 18:00:00,113.48
2011-02-20 19:00:00,87.74
2011-02-20 20:00:00,83.77
2011-02-20 21:00:00,61.57
2011-02-20 22:00:00,44.86
2011-02-20 23:00:00,42.61
2011-02-21 00:00:00,33.23
2011-02-21 01:00:00,30.35
2011-02-21 02:00:00,20.89
2011-02-21 03:00:00,8.05
2011-02-21 04:00:00,5.12
2011-02-21 05:00:00,5.77
2011-02-21 06:00:00,30.07
2011-02-21 07:00:00,99.77
2011-02-21 08:00:00,70.56
2011-02-21 09:00:00,73.84
2011-02-21 10:00:00,102.54
2011-02-21 11:00:00,127.22
2011-02-21 12:00:00,127.38
2011-02-21 13:00:00,98.55
2011-02-21 14:00:00,125.22
2011-02-21 15:00:00,119.56
2011-02-21 16:00:00,95.78
2011-02-21 17:00:00,90.82
2011-02-21 18:00:00,82.14
2011-02-21 19:00:00,60.17
2011-02-21 20:00:00,43.25
2011-02-21 21:00:00,33.0
2011-02-21 22:00:00,25.53
2011-02-21 23:00:00,14.65
2011-02-22 06:00:00,27.51
2011-02-22 07:00:00,100.18
2011-02-22 08:00:00,180.9
2011-02-22 09:00:00,126.18
2011-02-22 10:00:00,42.78
2011-02-22 11:00:00,48.21
2011-02-22 12:00:00,54.01
2011-02-22 13:00:00,62.25
2011-02-22 14:00:00,62.84
2011-02-22 15:00:00,74.73
2011-02-22 16:00:00,71.89
2011-02-22 17:00:00,158.18
2011-02-22 18:00:00,152.51
2011-02-22 19:00:00,99.27
2011-02-22 20:00:00,73.49
2011-02-22 21:00:00,55.56
2011-02-22 22:00:00,32.39
2011-02-22 23:00:00,16.82
2011-02-23 00:00:00,13.98
2011-02-23 01:00:00,7.52
2011-02-23 02:00:00,2.98
2011-02-23 03:00:00,1.71
2011-02-23 05:00:00,8.5
2011-02-23 06:00:00,25.96
2011-02-23 07:00:00,103.47
2011-02-23 08:00:00,194.71
2011-02-23 09:00:00,122.7
2011-02-23 10:00:00,58.94
2011-02-23 11:00:00,64.82
2011-02-23 12:00:00,78.32
2011-02-23 13:00:00,82.04
2011-02-23 14:00:00,85.5
2011-02-23 15:00:00,88.46
2011-02-23 16:00:00,103.51
2011-02-23 17:00:00,208.06
2011-02-23 18:00:00,200.57
2011-02-23 19:00:00,121.56
2011-02-23 20:00:00,78.29
2011-02-23 21:00:00,64.64
2011-02-23 22:00:00,40.45
2011-02-23 23:00:00,29.84
2011-02-24 00:00:00,12.85
2011-02-24 01:00:00,6.95
2011-02-24 02:00:00,3.31
2011-02-24 03:00:00,1.94
2011-02-24 05:00:00,8.71
2011-02-24 06:00:00,31.94
2011-02-24 07:00:00,102.74
2011-02-24 08:00:00,229.63
2011-02-24 09:00:00,120.2
2011-02-24 10:00:00,57.93
2011-02-24 11:00:00,74.2
2011-02-24 12:00:00,89.5
2011-02-24 13:00:00,87.33
2011-02-24 14:00:00,88.7
2011-02-24 15:00:00,62.13
2011-02-24 16:00:00,74.88
2011-02-24 17:00:00,185.65
2011-02-24 18:00:00,177.49
2011-02-24 19:00:00,99.67
2011-02-24 20:00:00,75.34
2011-02-24 21:00:00,69.01
2011-02-24 22:00:00,33.75
2011-02-24 23:00:00,32.54
2011-02-25 00:00:00,10.43
2011-02-25 01:00:00,10.65
2011-02-25 02:00:00,8.78
2011-02-25 03:00:00,3.24
2011-02-25 05:00:00,10.77
2011-02-25 06:00:00,41.82
2011-02-25 07:00:00,75.2
2011-02-25 08:00:00,142.37
2011-02-25 09:00:00,95.48
2011-02-25 10:00:00,65.05
2011-02-25 11:00:00,84.79
2011-02-25 12:00:00,113.09
2011-02-25 13:00:00,115.03
2011-02-25 14:00:00,145.4
2011-02-25 15:00:00,143.9
2011-02-25 16:00:00,112.8
2011-02-25 17:00:00,183.04
2011-02-25 18:00:00,177.44
2011-02-25 19:00:00,113.08
2011-02-25 20:00:00,69.29
2011-02-25 21:00:00,56.22
2011-02-25 22:00:00,37.29
2011-02-25 23:00:00,30.75
2011-02-26 00:00:00,30.1
2011-02-26 01:00:00,25.51
2011-02-26 02:00:00,19.64
2011-02-26 03:00:00,17.22
2011-02-26 04:00:00,4.02
2011-02-26 05:00:00,3.63
2011-02-26 06:00:00,5.07
2011-02-26 07:00:00,14.77
2011-02-26 08:00:00,46.87
2011-02-26 09:00:00,54.66
2011-02-26 10:00:00,105.57
2011-02-26 11:00:00,122.6
2011-02-26 12:00:00,129.78
2011-02-26 13:00:00,132.52
2011-02-26 14:00:00,126.47
2011-02-26 15:00:00,134.69
2011-02-26 16:00:00,130.51
2011-02-26 17:00:00,114.13
2011-02-26 18:00:00,105.0
2011-02-26 19:00:00,67.47
2011-02-26 20:00:00,62.2
2011-02-26 21:00:00,41.82
2011-02-26 22:00:00,42.03
2011-02-26 23:00:00,41.81
2011-02-27 00:00:00,33.13
2011-02-27 01:00:00,29.93
2011-02-27 02:00:00,21.22
2011-02-27 03:00:00,15.19
2011-02-27 04:00:00,4.82
2011-02-27 06:00:00,4.92
2011-02-27 07:00:00,31.99
2011-02-27 08:00:00,51.92
2011-02-27 09:00:00,57.64
2011-02-27 10:00:00,94.66
2011-02-27 11:00:00,147.61
2011-02-27 12:00:00,146.37
2011-02-27 13:00:00,152.65
2011-02-27 14:00:00,149.83
2011-02-27 15:00:00,211.82
2011-02-27 16:00:00,237.97
2011-02-27 17:00:00,138.25
2011-02-27 18:00:00,117.78
2011-02-27 19:00:00,102.98
2011-02-27 20:00:00,90.92
2011-02-27 21:00:00,93.57
2011-02-27 22:00:00,49.82
2011-02-27 23:00:00,47.38
2011-02-28 00:00:00,21.24
2011-02-28 01:00:00,7.04
2011-02-28 03:00:00,3.21
2011-02-28 05:00:00,11.16
2011-02-28 06:00:00,45.39
2011-02-28 07:00:00,113.11
2011-02-28 08:00:00,186.44
2011-02-28 09:00:00,152.7
2011-02-28 10:00:00,89.28
2011-02-28 11:00:00,150.96
2011-02-28 12:00:00,156.05
2011-02-28 13:00:00,96.2
2011-02-28 14:00:00,59.35
2011-02-28 15:00:00,55.72
2011-02-28 16:00:00,68.13
2011-02-28 17:00:00,180.16
2011-02-28 18:00:00,149.89
2011-02-28 19:00:00,95.42
2011-02-28 20:00:00,83.96
2011-02-28 21:00:00,87.18
2011-02-28 22:00:00,41.49
2011-02-28 23:00:00,31.17
2011-03-20 00:00:00,36.46
2011-03-20 01:00:00,33.82
2011-03-20 02:00:00,24.05
2011-03-20 03:00:00,14.05
2011-03-20 04:00:00,3.77
2011-03-20 05:00:00,3.64
2011-03-20 06:00:00,5.0
2011-03-20 07:00:00,32.41
2011-03-20 08:00:00,46.44
2011-03-20 09:00:00,61.9
2011-03-20 10:00:00,129.84
2011-03-20 11:00:00,147.19
2011-03-20 12:00:00,151.46
2011-03-20 13:00:00,155.99
2011-03-20 14:00:00,154.54
2011-03-20 15:00:00,154.1
2011-03-20 16:00:00,167.73
2011-03-20 17:00:00,141.07
2011-03-20 18:00:00,140.39
2011-03-20 19:00:00,124.32
2011-03-20 20:00:00,96.26
2011-03-20 21:00:00,72.65
2011-03-20 22:00:00,48.44
2011-03-20 23:00:00,36.98
2011-03-21 00:00:00,22.59
2011-03-21 01:00:00,8.79
2011-03-21 02:00:00,7.78
2011-03-21 03:00:00,4.04
2011-03-21 05:00:00,8.15
2011-03-21 06:00:00,42.26
2011-03-21 07:00:00,90.89
2011-03-21 08:00:00,212.71
2011-03-21 09:00:00,129.87
2011-03-21 10:00:00,72.22
2011-03-21 11:00:00,100.06
2011-03-21 12:00:00,92.03
2011-03-21 13:00:00,129.58
2011-03-21 14:00:00,121.3
2011-03-21 15:00:00,162.39
2011-03-21 16:00:00,182.84
2011-03-21 17:00:00,338.0
2011-03-21 18:00:00,331.84
2011-03-21 19:00:00,297.57
2011-03-21 20:00:00,179.85
2011-03-21 21:00:00,104.15
2011-03-21 22:00:00,94.42
2011-03-21 23:00:00,73.59
2011-03-22 00:00:00,28.08
2011-03-22 01:00:00,9.84
2011-03-22 02:00:00,8.86
2011-03-22 03:00:00,4.79
2011-03-22 04:00:00,4.93
2011-03-22 05:00:00,13.35
2011-03-22 06:00:00,46.13
2011-03-22 07:00:00,139.84
2011-03-22 08:00:00,212.4
2011-03-22 09:00:00,134.26
2011-03-22 10:00:00,98.97
2011-03-22 11:00:00,99.6
2011-03-22 12:00:00,154.97
2011-03-22 13:00:00,130.32
2011-03-22 14:00:00,130.55
2011-03-22 15:00:00,138.82
2011-03-22 16:00:00,190.72
2011-03-22 17:00:00,316.84
2011-03-22 18:00:00,296.69
2011-03-22 19:00:00,168.63
2011-03-22 20:00:00,131.54
2011-03-22 21:00:00,109.6
2011-03-22 22:00:00,69.0
2011-03-22 23:00:00,47.73
2011-03-23 00:00:00,24.03
2011-03-23 01:00:00,7.54
2011-03-23 02:00:00,9.29
2011-03-23 03:00:00,3.81
2011-03-23 05:00:00,11.2
2011-03-23 06:00:00,43.19
2011-03-23 07:00:00,98.41
2011-03-23 08:00:00,223.28
2011-03-23 09:00:00,141.01
2011-03-23 10:00:00,74.64
2011-03-23 11:00:00,76.43
2011-03-23 12:00:00,76.8
2011-03-23 13:00:00,66.19
2011-03-23 14:00:00,81.98
2011-03-23 15:00:00,83.6
2011-03-23 16:00:00,106.72
2011-03-23 17:00:00,253.63
2011-03-23 18:00:00,216.13
2011-03-23 19:00:00,126.52
2011-03-23 20:00:00,73.81
2011-03-23 21:00:00,56.35
2011-03-23 22:00:00,37.74
2011-03-23 23:00:00,28.99
2011-03-24 00:00:00,14.73
2011-03-24 01:00:00,7.26
2011-03-24 02:00:00,7.91
2011-03-24 03:00:00,2.62
2011-03-24 04:00:00,2.54
2011-03-24 05:00:00,10.05
2011-03-24 06:00:00,36.17
2011-03-24 07:00:00,76.44
2011-03-24 08:00:00,105.53
2011-03-24 09:00:00,113.16
2011-03-24 10:00:00,60.45
2011-03-24 11:00:00,70.28
2011-03-24 12:00:00,76.75
2011-03-24 13:00:00,89.5
2011-03-24 14:00:00,83.15
2011-03-24 15:00:00,83.86
2011-03-24 16:00:00,101.33
2011-03-24 17:00:00,201.4
2011-03-24 18:00:00,193.05
2011-03-24 19:00:00,131.83
2011-03-24 20:00:00,76.47
2011-03-24 21:00:00,61.87
2011-03-24 22:00:00,44.92
2011-03-24 23:00:00,32.57
2011-03-25 00:00:00,15.14
2011-03-25 01:00:00,8.19
2011-03-25 02:00:00,3.19
2011-03-25 03:00:00,2.37
2011-03-25 04:00:00,2.26
2011-03-25 05:00:00,10.45
2011-03-25 06:00:00,36.51
2011-03-25 07:00:00,114.17
2011-03-25 08:00:00,206.26
2011-03-25 09:00:00,125.5
2011-03-25 10:00:00,69.34
2011-03-25 11:00:00,77.8
2011-03-25 12:00:00,99.91
2011-03-25 13:00:00,95.16
2011-03-25 14:00:00,88.8
2011-03-25 15:00:00,93.56
2011-03-25 16:00:00,114.53
2011-03-25 17:00:00,202.9
2011-03-25 18:00:00,209.75
2011-03-25 19:00:00,137.13
2011-03-25 20:00:00,82.1
2011-03-25 21:00:00,64.05
2011-03-25 22:00:00,40.78
2011-03-25 23:00:00,33.04
2011-03-26 00:00:00,33.55
2011-03-26 01:00:00,31.46
2011-03-26 02:00:00,24.86
2011-03-26 03:00:00,13.68
2011-03-26 04:00:00,2.83
2011-03-26 05:00:00,3.08
2011-03-26 06:00:00,16.35
2011-03-26 07:00:00,26.56
2011-03-26 08:00:00,45.64
2011-03-26 09:00:00,69.57
2011-03-26 10:00:00,106.92
2011-03-26 11:00:00,115.23
2011-03-26 12:00:00,120.99
2011-03-26 13:00:00,136.41
2011-03-26 14:00:00,140.14
2011-03-26 15:00:00,148.35
2011-03-26 16:00:00,141.8
2011-03-26 17:00:00,126.33
2011-03-26 18:00:00,133.31
2011-03-26 19:00:00,94.43
2011-03-26 20:00:00,63.69
2011-03-26 21:00:00,49.95
2011-03-26 22:00:00,39.28
2011-03-26 23:00:00,34.15
2011-03-27 00:00:00,31.96
2011-03-27 01:00:00,23.93
2011-03-27 02:00:00,25.34
2011-03-27 03:00:00,12.63
2011-03-27 04:00:00,3.47
2011-03-27 06:00:00,16.58
2011-03-27 07:00:00,32.56
2011-03-27 08:00:00,43.35
2011-03-27 09:00:00,61.54
2011-03-27 10:00:00,95.74
2011-03-27 11:00:00,110.31
2011-03-27 12:00:00,115.03
2011-03-27 13:00:00,125.63
2011-03-27 14:00:00,144.64
2011-03-27 15:00:00,133.69
2011-03-27 16:00:00,149.86
2011-03-27 17:00:00,126.96
2011-03-27 18:00:00,114.45
2011-03-27 19:00:00,102.1
2011-03-27 20:00:00,63.92
2011-03-27 21:00:00,50.81
2011-03-27 22:00:00,44.27
2011-03-27 23:00:00,35.48
2011-03-28 00:00:00,15.74
2011-03-28 01:00:00,8.61
2011-03-28 02:00:00,4.75
2011-03-28 03:00:00,3.27
2011-03-28 05:00:00,9.45
2011-03-28 06:00:00,35.42
2011-03-28 07:00:00,109.09
2011-03-28 08:00:00,199.26
2011-03-28 09:00:00,128.75
2011-03-28 10:00:00,78.08
2011-03-28 11:00:00,69.0
2011-03-28 12:00:00,85.72
2011-03-28 13:00:00,85.75
2011-03-28 14:00:00,91.35
2011-03-28 15:00:00,92.0
2011-03-28 16:00:00,111.28
2011-03-28 17:00:00,216.71
2011-03-28 18:00:00,210.62
2011-03-28 19:00:00,141.32
2011-03-28 20:00:00,85.23
2011-03-28 21:00:00,72.5
2011-03-28 22:00:00,44.3
2011-03-28 23:00:00,34.34
2011-03-29 00:00:00,15.85
2011-03-29 01:00:00,6.12
2011-03-29 02:00:00,5.36
2011-03-29 03:00:00,4.04
2011-03-29 04:00:00,2.91
2011-03-29 05:00:00,8.36
2011-03-29 06:00:00,36.63
2011-03-29 07:00:00,106.75
2011-03-29 08:00:00,208.41
2011-03-29 09:00:00,128.43
2011-03-29 10:00:00,77.01
2011-03-29 11:00:00,80.16
2011-03-29 12:00:00,98.38
2011-03-29 13:00:00,85.94
2011-03-29 14:00:00,98.1
2011-03-29 15:00:00,102.11
2011-03-29 16:00:00,119.16
2011-03-29 17:00:00,256.32
2011-03-29 18:00:00,234.48
2011-03-29 19:00:00,156.89
2011-03-29 20:00:00,104.25
2011-03-29 21:00:00,79.43
2011-03-29 22:00:00,47.56
2011-03-29 23:00:00,32.01
2011-03-30 00:00:00,20.0
2011-03-30 01:00:00,13.44
2011-03-30 02:00:00,7.06
2011-03-30 03:00:00,4.3
2011-03-30 04:00:00,4.17
2011-03-30 05:00:00,10.62
2011-03-30 06:00:00,40.21
2011-03-30 07:00:00,118.27
2011-03-30 08:00:00,240.13
2011-03-30 09:00:00,138.02
2011-03-30 10:00:00,87.28
2011-03-30 11:00:00,87.66
2011-03-30 12:00:00,104.1
2011-03-30 13:00:00,99.5
2011-03-30 14:00:00,91.02
2011-03-30 15:00:00,53.63
2011-03-30 16:00:00,62.32
2011-03-30 17:00:00,171.39
2011-03-30 18:00:00,168.19
2011-03-30 19:00:00,105.75
2011-03-30 20:00:00,63.25
2011-03-30 21:00:00,55.55
2011-03-30 22:00:00,39.15
2011-03-30 23:00:00,26.6
2011-03-31 00:00:00,9.16
2011-03-31 01:00:00,7.34
2011-03-31 02:00:00,4.65
2011-03-31 03:00:00,3.32
2011-03-31 04:00:00,3.09
2011-03-31 05:00:00,10.13
2011-03-31 06:00:00,30.37
2011-03-31 07:00:00,87.37
2011-03-31 08:00:00,141.33
2011-03-31 09:00:00,101.18
2011-03-31 10:00:00,56.98
2011-03-31 11:00:00,59.5
2011-03-31 12:00:00,64.59
2011-03-31 13:00:00,61.27
2011-03-31 14:00:00,61.0
2011-03-31 15:00:00,49.8
2011-03-31 16:00:00,88.97
2011-03-31 17:00:00,187.98
2011-03-31 18:00:00,190.29
2011-03-31 19:00:00,133.47
2011-03-31 20:00:00,64.07
2011-03-31 21:00:00,60.79
2011-03-31 22:00:00,40.71
2011-03-31 23:00:00,35.97
2011-04-20 00:00:00,28.24
2011-04-20 01:00:00,9.48
2011-04-20 02:00:00,9.51
2011-04-20 03:00:00,4.77
2011-04-20 04:00:00,5.32
2011-04-20 05:00:00,15.01
2011-04-20 06:00:00,49.45
2011-04-20 07:00:00,148.12
2011-04-20 08:00:00,344.96
2011-04-20 09:00:00,188.44
2011-04-20 10:00:00,152.62
2011-04-20 11:00:00,159.5
2011-04-20 12:00:00,179.6
2011-04-20 13:00:00,177.31
2011-04-20 14:00:00,175.17
2011-04-20 15:00:00,170.15
2011-04-20 16:00:00,215.75
2011-04-20 17:00:00,367.59
2011-04-20 18:00:00,371.98
2011-04-20 19:00:00,330.85
2011-04-20 20:00:00,182.77
2011-04-20 21:00:00,149.19
2011-04-20 22:00:00,123.96
2011-04-20 23:00:00,80.99
2011-04-21 00:00:00,35.84
2011-04-21 01:00:00,15.37
2011-04-21 02:00:00,9.69
2011-04-21 03:00:00,4.7
2011-04-21 04:00:00,4.84
2011-04-21 05:00:00,9.96
2011-04-21 06:00:00,48.5
2011-04-21 07:00:00,150.55
2011-04-21 08:00:00,208.34
2011-04-21 09:00:00,156.91
2011-04-21 10:00:00,120.54
2011-04-21 11:00:00,118.24
2011-04-21 12:00:00,165.59
2011-04-21 13:00:00,145.92
2011-04-21 14:00:00,137.12
2011-04-21 15:00:00,134.41
2011-04-21 16:00:00,185.25
2011-04-21 17:00:00,321.47
2011-04-21 18:00:00,305.28
2011-04-21 19:00:00,242.75
2011-04-21 20:00:00,155.32
2011-04-21 21:00:00,117.17
2011-04-21 22:00:00,75.43
2011-04-21 23:00:00,47.29
2011-04-22 00:00:00,23.6
2011-04-22 01:00:00,14.06
2011-04-22 02:00:00,8.01
2011-04-22 03:00:00,4.8
2011-04-22 04:00:00,4.96
2011-04-22 05:00:00,10.36
2011-04-22 06:00:00,49.23
2011-04-22 07:00:00,108.77
2011-04-22 08:00:00,226.86
2011-04-22 09:00:00,110.0
2011-04-22 10:00:00,104.62
2011-04-22 11:00:00,70.36
2011-04-22 12:00:00,78.91
2011-04-22 13:00:00,61.09
2011-04-22 14:00:00,50.95
2011-04-22 15:00:00,64.7
2011-04-22 16:00:00,84.01
2011-04-22 17:00:00,179.65
2011-04-22 18:00:00,177.22
2011-04-22 19:00:00,112.55
2011-04-22 20:00:00,75.83
2011-04-22 21:00:00,61.36
2011-04-22 22:00:00,43.03
2011-04-22 23:00:00,32.1
2011-04-23 00:00:00,33.02
2011-04-23 01:00:00,29.97
2011-04-23 02:00:00,27.98
2011-04-23 03:00:00,18.01
2011-04-23 04:00:00,5.5
2011-04-23 05:00:00,5.95
